Respondent ID,Timestamp,Age Group,Gender,Region,Question,Preferred Tool,Satisfaction (1-5),Feedback,Date,Feedback Length
R0400,2025-04-02 12:07:32,18-24,Male,South,Which data tool do you prefer for analytics tasks?,Python,4,Great for automation and analysis,2025-04-02,33
R0401,2025-03-19 18:46:08,55+,Female,South,Which data tool do you prefer for analytics tasks?,Python,2,Python is flexible and powerful,2025-03-19,31
R0402,2025-01-21 14:18:25,35-44,Other,East,Which data tool do you prefer for analytics tasks?,Power Bi,4,Interactive visuals are helpful,2025-01-21,31
R0403,2025-03-06 18:33:29,35-44,Other,East,Which data tool do you prefer for analytics tasks?,Power Bi,3,Interactive visuals are helpful,2025-03-06,31
R0404,2025-02-08 17:17:25,45-54,Other,Central,Which data tool do you prefer for analytics tasks?,Python,4,Python is flexible and powerful,2025-02-08,31
R0405,2025-02-23 21:15:07,35-44,Female,North,Which data tool do you prefer for analytics tasks?,Python,5,Great for automation and analysis,2025-02-23,33
R0406,2025-02-03 23:52:09,18-24,Other,West,Which data tool do you prefer for analytics tasks?,Power Bi,5,Interactive visuals are helpful,2025-02-03,31
R0407,2025-03-16 17:29:33,55+,Male,North,Which data tool do you prefer for analytics tasks?,Python,3,Python is flexible and powerful,2025-03-16,31
R0408,2025-04-10 13:50:32,55+,Other,Central,Which data tool do you prefer for analytics tasks?,Excel,4,Easy for quick reports,2025-04-10,22
R0409,2025-03-31 04:00:04,25-34,Male,Central,Which data tool do you prefer for analytics tasks?,Excel,3,Easy for quick reports,2025-03-31,22
R0410,2025-02-23 05:30:48,18-24,Female,East,Which data tool do you prefer for analytics tasks?,Power Bi,4,Useful for business reporting,2025-02-23,29
R0411,2025-04-10 22:15:47,25-34,Female,Central,Which data tool do you prefer for analytics tasks?,Python,2,Great for automation and analysis,2025-04-10,33
R0412,2025-03-08 07:32:56,18-24,Other,South,Which data tool do you prefer for analytics tasks?,Python,3,Best for data science projects,2025-03-08,30
R0413,2025-03-09 13:43:11,35-44,Other,West,Which data tool do you prefer for analytics tasks?,Power Bi,4,Useful for business reporting,2025-03-09,29
R0414,2025-02-13 19:53:21,25-34,Female,Central,Which data tool do you prefer for analytics tasks?,Excel,2,Useful for beginners,2025-02-13,20
R0415,2025-01-25 08:58:31,35-44,Other,West,Which data tool do you prefer for analytics tasks?,Power Bi,4,Useful for business reporting,2025-01-25,29
R0416,2025-02-08 10:31:20,55+,Female,South,Which data tool do you prefer for analytics tasks?,Python,4,Best for data science projects,2025-02-08,30
R0417,2025-02-10 17:28:08,25-34,Other,West,Which data tool do you prefer for analytics tasks?,Python,4,Great for automation and analysis,2025-02-10,33
R0418,2025-02-06 04:26:14,55+,Other,East,Which data tool do you prefer for analytics tasks?,Python,2,Best for data science projects,2025-02-06,30
R0419,2025-04-15 12:33:57,55+,Female,West,Which data tool do you prefer for analytics tasks?,Excel,2,Easy for quick reports,2025-04-15,22
R0420,2025-04-02 02:52:38,35-44,Male,East,Which data tool do you prefer for analytics tasks?,Tableau,4,Beautiful dashboards,2025-04-02,20
R0421,2025-04-06 17:26:33,45-54,Other,East,Which data tool do you prefer for analytics tasks?,Python,4,Python is flexible and powerful,2025-04-06,31
R0422,2025-04-30 20:27:44,25-34,Other,East,Which data tool do you prefer for analytics tasks?,Excel,3,Great for day to day analysis,2025-04-30,29
R0423,2025-03-20 21:21:57,35-44,Male,North,Which data tool do you prefer for analytics tasks?,Power Bi,2,Strong dashboard experience,2025-03-20,27
R0424,2025-01-29 23:13:36,25-34,Male,Central,Which data tool do you prefer for analytics tasks?,Tableau,3,Very good for storytelling,2025-01-29,26
R0425,2025-02-12 17:11:58,18-24,Male,West,Which data tool do you prefer for analytics tasks?,Tableau,3,Very good for storytelling,2025-02-12,26
R0426,2025-04-29 05:45:01,25-34,Male,Central,Which data tool do you prefer for analytics tasks?,Power Bi,4,Useful for business reporting,2025-04-29,29
R0427,2025-04-07 10:27:29,45-54,Female,South,Which data tool do you prefer for analytics tasks?,Excel,2,Useful for beginners,2025-04-07,20
R0428,2025-04-27 03:15:25,35-44,Other,North,Which data tool do you prefer for analytics tasks?,Power Bi,3,Interactive visuals are helpful,2025-04-27,31
R0429,2025-04-05 01:21:28,55+,Male,Central,Which data tool do you prefer for analytics tasks?,Tableau,4,Very good for storytelling,2025-04-05,26
R0430,2025-04-18 14:27:14,45-54,Male,North,Which data tool do you prefer for analytics tasks?,Power Bi,4,Useful for business reporting,2025-04-18,29
R0431,2025-04-23 01:21:50,25-34,Other,East,Which data tool do you prefer for analytics tasks?,Power Bi,3,Strong dashboard experience,2025-04-23,27
R0432,2025-01-14 12:11:54,35-44,Other,Central,Which data tool do you prefer for analytics tasks?,Excel,4,Useful for beginners,2025-01-14,20
R0433,2025-03-09 17:58:58,45-54,Other,Central,Which data tool do you prefer for analytics tasks?,Python,4,Python is flexible and powerful,2025-03-09,31
R0434,2025-01-25 04:06:04,55+,Female,East,Which data tool do you prefer for analytics tasks?,Python,4,Great for automation and analysis,2025-01-25,33
R0435,2025-03-24 09:22:00,25-34,Other,West,Which data tool do you prefer for analytics tasks?,Power Bi,4,Interactive visuals are helpful,2025-03-24,31
R0436,2025-04-12 10:44:29,25-34,Male,East,Which data tool do you prefer for analytics tasks?,R,3,Useful for academic work,2025-04-12,24
R0437,2025-04-20 23:15:19,25-34,Male,Central,Which data tool do you prefer for analytics tasks?,R,5,Helpful for research analysis,2025-04-20,29
R0438,2025-01-12 14:35:38,45-54,Other,East,Which data tool do you prefer for analytics tasks?,Tableau,3,Fast for interactive charts,2025-01-12,27
R0439,2025-03-03 11:46:55,18-24,Male,South,Which data tool do you prefer for analytics tasks?,Python,2,Python is flexible and powerful,2025-03-03,31
R0440,2025-01-31 16:15:54,18-24,Female,West,Which data tool do you prefer for analytics tasks?,Python,4,Great for automation and analysis,2025-01-31,33
R0441,2025-04-03 20:51:28,35-44,Female,Central,Which data tool do you prefer for analytics tasks?,Python,3,Python is flexible and powerful,2025-04-03,31
R0442,2025-03-30 08:36:12,35-44,Other,East,Which data tool do you prefer for analytics tasks?,Tableau,5,Very good for storytelling,2025-03-30,26
R0443,2025-01-21 14:45:38,18-24,Female,East,Which data tool do you prefer for analytics tasks?,Python,4,Best for data science projects,2025-01-21,30
R0444,2025-03-30 04:16:29,55+,Other,East,Which data tool do you prefer for analytics tasks?,Tableau,2,Fast for interactive charts,2025-03-30,27
R0445,2025-01-29 07:58:41,35-44,Female,Central,Which data tool do you prefer for analytics tasks?,Python,4,Python is flexible and powerful,2025-01-29,31
R0446,2025-04-06 22:03:15,45-54,Male,West,Which data tool do you prefer for analytics tasks?,Power Bi,4,Useful for business reporting,2025-04-06,29
R0447,2025-04-27 17:08:32,45-54,Other,Central,Which data tool do you prefer for analytics tasks?,Python,4,Best for data science projects,2025-04-27,30
R0448,2025-04-22 02:58:50,25-34,Male,Central,Which data tool do you prefer for analytics tasks?,Tableau,4,Fast for interactive charts,2025-04-22,27
R0449,2025-01-10 20:32:26,45-54,Other,East,Which data tool do you prefer for analytics tasks?,R,5,Good for statistics,2025-01-10,19
R0450,2025-01-26 20:51:05,18-24,Other,Central,Which data tool do you prefer for analytics tasks?,Excel,3,Great for day to day analysis,2025-01-26,29
R0451,2025-04-20 18:56:42,25-34,Male,East,Which data tool do you prefer for analytics tasks?,Excel,4,Useful for beginners,2025-04-20,20
R0452,2025-04-02 21:13:54,18-24,Other,South,Which data tool do you prefer for analytics tasks?,R,4,Helpful for research analysis,2025-04-02,29
R0453,2025-04-14 02:01:32,18-24,Other,West,Which data tool do you prefer for analytics tasks?,Tableau,2,Beautiful dashboards,2025-04-14,20
R0454,2025-02-28 20:31:52,25-34,Other,West,Which data tool do you prefer for analytics tasks?,Tableau,2,Very good for storytelling,2025-02-28,26
R0455,2025-04-03 00:47:33,55+,Female,East,Which data tool do you prefer for analytics tasks?,Python,3,Great for automation and analysis,2025-04-03,33
R0456,2025-03-16 02:39:32,35-44,Male,South,Which data tool do you prefer for analytics tasks?,Python,3,Python is flexible and powerful,2025-03-16,31
R0457,2025-03-11 02:11:37,45-54,Female,North,Which data tool do you prefer for analytics tasks?,Excel,2,Easy for quick reports,2025-03-11,22
R0458,2025-02-22 06:33:10,45-54,Male,East,Which data tool do you prefer for analytics tasks?,Power Bi,2,Strong dashboard experience,2025-02-22,27
R0459,2025-02-27 13:44:39,45-54,Female,West,Which data tool do you prefer for analytics tasks?,Python,3,Great for automation and analysis,2025-02-27,33
R0460,2025-01-18 23:47:40,18-24,Other,Central,Which data tool do you prefer for analytics tasks?,Tableau,3,Beautiful dashboards,2025-01-18,20
R0461,2025-02-20 19:15:16,18-24,Male,Central,Which data tool do you prefer for analytics tasks?,R,5,Good for statistics,2025-02-20,19
R0462,2025-02-08 16:51:26,25-34,Male,North,Which data tool do you prefer for analytics tasks?,Python,3,Best for data science projects,2025-02-08,30
R0463,2025-02-18 08:21:42,55+,Female,Central,Which data tool do you prefer for analytics tasks?,R,5,Good for statistics,2025-02-18,19
R0464,2025-02-05 06:51:44,45-54,Female,South,Which data tool do you prefer for analytics tasks?,Excel,5,Great for day to day analysis,2025-02-05,29
R0465,2025-03-20 00:34:10,18-24,Male,West,Which data tool do you prefer for analytics tasks?,Python,3,Python is flexible and powerful,2025-03-20,31
R0466,2025-03-18 01:13:20,25-34,Male,North,Which data tool do you prefer for analytics tasks?,Python,3,Great for automation and analysis,2025-03-18,33
R0467,2025-02-01 01:36:38,55+,Other,North,Which data tool do you prefer for analytics tasks?,Tableau,3,Beautiful dashboards,2025-02-01,20
R0468,2025-01-28 02:03:18,45-54,Male,Central,Which data tool do you prefer for analytics tasks?,R,3,Good for statistics,2025-01-28,19
R0469,2025-04-15 20:58:31,55+,Female,South,Which data tool do you prefer for analytics tasks?,Tableau,3,Beautiful dashboards,2025-04-15,20
R0470,2025-01-31 10:59:12,55+,Other,East,Which data tool do you prefer for analytics tasks?,Tableau,2,Very good for storytelling,2025-01-31,26
R0471,2025-02-08 10:01:04,55+,Male,West,Which data tool do you prefer for analytics tasks?,Power Bi,4,Strong dashboard experience,2025-02-08,27
R0472,2025-03-22 15:33:14,55+,Other,South,Which data tool do you prefer for analytics tasks?,Python,3,Best for data science projects,2025-03-22,30
R0473,2025-03-24 13:52:38,45-54,Male,East,Which data tool do you prefer for analytics tasks?,Python,5,Best for data science projects,2025-03-24,30
R0474,2025-02-22 05:25:58,35-44,Other,West,Which data tool do you prefer for analytics tasks?,Power Bi,4,Useful for business reporting,2025-02-22,29
R0475,2025-03-02 08:46:24,45-54,Male,Central,Which data tool do you prefer for analytics tasks?,Python,3,Python is flexible and powerful,2025-03-02,31
R0476,2025-04-14 16:51:29,35-44,Other,South,Which data tool do you prefer for analytics tasks?,Python,4,Python is flexible and powerful,2025-04-14,31
R0477,2025-03-13 19:17:47,55+,Female,West,Which data tool do you prefer for analytics tasks?,Tableau,4,Very good for storytelling,2025-03-13,26
R0478,2025-01-27 12:01:28,45-54,Male,East,Which data tool do you prefer for analytics tasks?,Excel,4,Great for day to day analysis,2025-01-27,29
R0479,2025-01-12 19:30:06,18-24,Female,East,Which data tool do you prefer for analytics tasks?,Python,2,Best for data science projects,2025-01-12,30
R0480,2025-02-18 22:01:34,25-34,Male,East,Which data tool do you prefer for analytics tasks?,Python,2,Best for data science projects,2025-02-18,30
R0481,2025-04-13 21:23:35,18-24,Male,South,Which data tool do you prefer for analytics tasks?,Power Bi,3,Interactive visuals are helpful,2025-04-13,31
R0482,2025-01-27 12:07:22,55+,Male,West,Which data tool do you prefer for analytics tasks?,Python,3,Great for automation and analysis,2025-01-27,33
R0483,2025-04-05 04:16:16,18-24,Male,South,Which data tool do you prefer for analytics tasks?,Power Bi,1,Interactive visuals are helpful,2025-04-05,31
R0484,2025-04-01 07:26:45,45-54,Male,Central,Which data tool do you prefer for analytics tasks?,Power Bi,3,Useful for business reporting,2025-04-01,29
R0485,2025-04-10 10:18:21,25-34,Other,East,Which data tool do you prefer for analytics tasks?,Tableau,5,Beautiful dashboards,2025-04-10,20
R0486,2025-02-09 09:31:23,45-54,Other,East,Which data tool do you prefer for analytics tasks?,Power Bi,2,Useful for business reporting,2025-02-09,29
R0487,2025-01-13 17:05:37,55+,Female,West,Which data tool do you prefer for analytics tasks?,Python,4,Great for automation and analysis,2025-01-13,33
R0488,2025-02-22 01:39:52,25-34,Female,East,Which data tool do you prefer for analytics tasks?,Power Bi,4,Interactive visuals are helpful,2025-02-22,31
R0489,2025-01-03 09:29:40,25-34,Other,South,Which data tool do you prefer for analytics tasks?,Tableau,4,Fast for interactive charts,2025-01-03,27
R0490,2025-02-07 05:32:56,55+,Other,West,Which data tool do you prefer for analytics tasks?,Tableau,4,Very good for storytelling,2025-02-07,26
R0491,2025-03-14 08:56:48,35-44,Male,West,Which data tool do you prefer for analytics tasks?,Power Bi,4,Useful for business reporting,2025-03-14,29
R0492,2025-02-02 17:47:24,55+,Other,East,Which data tool do you prefer for analytics tasks?,Tableau,5,Fast for interactive charts,2025-02-02,27
R0493,2025-04-04 12:49:20,45-54,Female,South,Which data tool do you prefer for analytics tasks?,Python,3,Python is flexible and powerful,2025-04-04,31
R0494,2025-03-04 06:42:03,25-34,Other,Central,Which data tool do you prefer for analytics tasks?,Tableau,3,Fast for interactive charts,2025-03-04,27
R0495,2025-04-18 02:42:22,18-24,Other,North,Which data tool do you prefer for analytics tasks?,Python,4,Best for data science projects,2025-04-18,30
R0496,2025-01-18 22:57:47,18-24,Male,West,Which data tool do you prefer for analytics tasks?,Excel,4,Easy for quick reports,2025-01-18,22
R0497,2025-01-02 07:57:48,18-24,Other,South,Which data tool do you prefer for analytics tasks?,Python,4,Best for data science projects,2025-01-02,30
R0498,2025-03-21 23:13:08,45-54,Female,North,Which data tool do you prefer for analytics tasks?,R,2,Useful for academic work,2025-03-21,24
R0499,2025-01-03 00:14:26,55+,Female,West,Which data tool do you prefer for analytics tasks?,Power Bi,4,Interactive visuals are helpful,2025-01-03,31
R0500,2025-01-03 19:16:31,55+,Female,North,Which data tool do you prefer for analytics tasks?,Excel,2,Great for day to day analysis,2025-01-03,29
